Pais,Número Préstamo,Prestamo Completo formula,Prestamo completo valor,Categoría
PAN,02-P-022465,02-P-022465,,A-1
PAN,02-P-022469,02-P-022469,,A-1
PAN,02-P-022474,02-P-022474,,B-2
PAN,02-P-022475,02-P-022475,,B-4
PAN,02-P-022478,02-P-022478,,B-1
PAN,02-P-022479,02-P-022479,,B-1
PAN,02-P-022481,02-P-022481,,B-1
PAN,02-P-022485,02-P-022485,,B-1
PAN,02-P-022486,02-P-022486,,A-1
PAN,02-P-022490,02-P-022490,,A-1
PAN,02-P-022491,02-P-022491,,B-1
PAN,02-P-022492,02-P-022492,,A-1
PAN,02-P-022493,02-P-022493,,A-1
PAN,02-P-022495,02-P-022495,,B-2
PAN,02-P-022496,02-P-022496,,B-2
PAN,02-P-022498,02-P-022498,,B-1
PAN,02-P-022499,02-P-022499,,B-1
PAN,02-P-022500,02-P-022500,,A-3
PAN,02-P-022502,02-P-022502,,A-1
PAN,02-P-022503,02-P-022503,,A-1
PAN,02-P-022504,02-P-022504,,B-4
PAN,02-P-022505,02-P-022505,,B-1
PAN,02-P-022506,02-P-022506,,A-1
PAN,02-P-022510,02-P-022510,,B-1
PAN,02-P-022511,02-P-022511,,B-1
PAN,02-P-022512,02-P-022512,,A-1
PAN,02-P-022514,02-P-022514,,B-1
PAN,02-P-022515,02-P-022515,,A-3
PAN,02-P-022517,02-P-022517,,A-1
PAN,02-P-022519,02-P-022519,,B-1
PAN,02-P-022520,02-P-022520,,B-1
PAN,02-P-022521,02-P-022521,,B-1
PAN,02-P-022523,02-P-022523,,A-1
PAN,02-P-022524,02-P-022524,,A-1
PAN,02-P-022527,02-P-022527,,B-2
PAN,02-P-022531,02-P-022531,,A-1
PAN,02-P-022533,02-P-022533,,A-1
PAN,02-P-022534,02-P-022534,,A-1
PAN,02-P-022535,02-P-022535,,A-1
PAN,02-P-022538,02-P-022538,,A-1
PAN,02-P-022539,02-P-022539,,A-1
PAN,02-P-022540,02-P-022540,,A-1
PAN,02-P-022541,02-P-022541,,B-4
PAN,02-P-022543,02-P-022543,,B-4
PAN,02-P-022544,02-P-022544,,A-1
PAN,02-P-022545,02-P-022545,,A-1
PAN,02-P-022548,02-P-022548,,A-1
PAN,02-P-022551,02-P-022551,,B-3
PAN,02-P-022553,02-P-022553,,B-1
PAN,02-P-022554,02-P-022554,,B-4
PAN,02-P-022555,02-P-022555,,B-3
PAN,02-P-022556,02-P-022556,,B-1
PAN,02-P-022557,02-P-022557,,B-4
PAN,02-P-022560,02-P-022560,,A-1
PAN,02-P-022561,02-P-022561,,B-2
PAN,02-P-022562,02-P-022562,,A-1
PAN,02-P-022563,02-P-022563,,A-3
PAN,02-P-022566,02-P-022566,,B-2
PAN,02-P-022567,02-P-022567,,B-2
PAN,02-P-022568,02-P-022568,,B-1
PAN,02-P-022573,02-P-022573,,B-4
PAN,02-P-022574,02-P-022574,,A-1
PAN,02-P-022576,02-P-022576,,B-4
PAN,02-P-022579,02-P-022579,,B-1
PAN,02-P-022581,02-P-022581,,A-1
PAN,02-P-022582,02-P-022582,,A-1
PAN,02-P-022583,02-P-022583,,A-1
PAN,02-P-022587,02-P-022587,,B-1
PAN,02-P-022590,02-P-022590,,B-2
PAN,02-P-022591,02-P-022591,,A-1
PAN,02-P-022592,02-P-022592,,B-2
PAN,02-P-022593,02-P-022593,,A-1
PAN,02-P-022595,02-P-022595,,A-1
PAN,02-P-022597,02-P-022597,,B-2
PAN,02-P-022600,02-P-022600,,A-1
PAN,02-P-022601,02-P-022601,,A-1
PAN,02-P-022603,02-P-022603,,B-1
PAN,02-P-022604,02-P-022604,,B-1
PAN,02-P-022606,02-P-022606,,B-1
PAN,02-P-022608,02-P-022608,,B-2
PAN,02-P-022610,02-P-022610,,B-4
PAN,02-P-022611,02-P-022611,,A-1
PAN,02-P-022612,02-P-022612,,A-1
PAN,02-P-022613,02-P-022613,,B-2
PAN,02-P-022617,02-P-022617,,B-1
PAN,02-P-022618,02-P-022618,,B-3
PAN,02-P-022621,02-P-022621,,B-1
PAN,02-P-022622,02-P-022622,,A-1
PAN,02-P-022623,02-P-022623,,B-3
PAN,02-P-022624,02-P-022624,,A-1
PAN,02-P-022625,02-P-022625,,B-1
PAN,02-P-022627,02-P-022627,,B-1
PAN,02-P-022629,02-P-022629,,A-1
PAN,02-P-022631,02-P-022631,,A-1
PAN,02-P-022635,02-P-022635,,A-3
PAN,02-P-022636,02-P-022636,,B-2
PAN,02-P-022637,02-P-022637,,B-1
PAN,02-P-022646,02-P-022646,,A-1
PAN,02-P-022647,02-P-022647,,A-1
PAN,02-P-022649,02-P-022649,,A-1
PAN,02-P-022652,02-P-022652,,A-1
PAN,02-P-022655,02-P-022655,,B-4
PAN,02-P-022656,02-P-022656,,B-4
PAN,02-P-022657,02-P-022657,,B-2
PAN,02-P-022659,02-P-022659,,B-2
PAN,02-P-022661,02-P-022661,,A-1
PAN,02-P-022664,02-P-022664,,B-2
PAN,02-P-022672,02-P-022672,,B-2
PAN,02-P-022673,02-P-022673,,B-1
PAN,02-P-022675,02-P-022675,,B-3
PAN,02-P-022678,02-P-022678,,A-1
PAN,02-P-022680,02-P-022680,,B-4
PAN,02-P-022682,02-P-022682,,A-1
PAN,02-P-022683,02-P-022683,,B-2
PAN,02-P-022686,02-P-022686,,A-1
PAN,02-P-022687,02-P-022687,,A-1
PAN,02-P-022688,02-P-022688,,B-2
PAN,02-P-022689,02-P-022689,,A-1
PAN,02-P-022691,02-P-022691,,A-1
PAN,02-P-022692,02-P-022692,,B-2
PAN,02-P-022694,02-P-022694,,A-1
PAN,02-P-022695,02-P-022695,,A-1
PAN,02-P-022696,02-P-022696,,B-1
PAN,02-P-022697,02-P-022697,,A-1
PAN,02-P-022699,02-P-022699,,B-1
PAN,02-P-022700,02-P-022700,,B-1
PAN,02-P-022701,02-P-022701,,A-1
PAN,02-P-022702,02-P-022702,,A-1
PAN,02-P-022704,02-P-022704,,B-4
PAN,02-P-022707,02-P-022707,,A-1
PAN,02-P-022708,02-P-022708,,A-1
PAN,02-P-022709,02-P-022709,,B-1
PAN,02-P-022710,02-P-022710,,A-1
PAN,02-P-022711,02-P-022711,,A-1
PAN,02-P-022714,02-P-022714,,B-1
PAN,02-P-022716,02-P-022716,,A-1
PAN,02-P-022718,02-P-022718,,B-1
PAN,02-P-022719,02-P-022719,,B-2
PAN,02-P-022724,02-P-022724,,B-4
PAN,02-P-022725,02-P-022725,,B-4
PAN,02-P-022726,02-P-022726,,B-1
PAN,02-P-022729,02-P-022729,,B-1
PAN,02-P-022732,02-P-022732,,A-1
PAN,02-P-022733,02-P-022733,,A-1
PAN,02-P-022735,02-P-022735,,A-1
PAN,02-P-022739,02-P-022739,,B-4
PAN,02-P-022741,02-P-022741,,A-1
PAN,02-P-022747,02-P-022747,,B-1
PAN,02-P-022749,02-P-022749,,A-1
PAN,02-P-022752,02-P-022752,,A-1
PAN,02-P-022753,02-P-022753,,B-4
PAN,02-P-022754,02-P-022754,,B-1
PAN,02-P-022755,02-P-022755,,A-1
PAN,02-P-022756,02-P-022756,,B-2
PAN,02-P-022759,02-P-022759,,B-1
PAN,02-P-022760,02-P-022760,,A-1
PAN,02-P-022764,02-P-022764,,A-1
PAN,02-P-022766,02-P-022766,,A-1
PAN,02-P-022768,02-P-022768,,A-1
PAN,02-P-022770,02-P-022770,,B-1
PAN,02-P-022771,02-P-022771,,B-1
PAN,02-P-022773,02-P-022773,,B-1
PAN,02-P-022775,02-P-022775,,B-4
PAN,02-P-022780,02-P-022780,,A-1
PAN,02-P-022783,02-P-022783,,B-1
PAN,02-P-022784,02-P-022784,,B-1
PAN,02-P-022786,02-P-022786,,A-1
PAN,02-P-022788,02-P-022788,,A-1
PAN,02-P-022792,02-P-022792,,A-1
PAN,02-P-022796,02-P-022796,,A-3
PAN,02-P-022797,02-P-022797,,B-3
PAN,02-P-022800,02-P-022800,,A-1
PAN,02-P-022803,02-P-022803,,B-4
PAN,02-P-022804,02-P-022804,,B-1
PAN,02-P-022806,02-P-022806,,B-2
PAN,02-P-022811,02-P-022811,,B-1
PAN,02-P-022812,02-P-022812,,B-5
PAN,02-P-022813,02-P-022813,,B-1
PAN,02-P-022815,02-P-022815,,B-1
PAN,02-P-022817,02-P-022817,,B-1
PAN,02-P-022818,02-P-022818,,B-4
PAN,02-P-022819,02-P-022819,,A-1
PAN,02-P-022821,02-P-022821,,A-1
PAN,02-P-022822,02-P-022822,,B-3
PAN,02-P-022823,02-P-022823,,A-1
PAN,02-P-022825,02-P-022825,,A-3
PAN,02-P-022826,02-P-022826,,B-2
PAN,02-P-022830,02-P-022830,,A-1
PAN,02-P-022832,02-P-022832,,A-1
PAN,02-P-022833,02-P-022833,,A-1
PAN,02-P-022835,02-P-022835,,B-1
PAN,02-P-022836,02-P-022836,,A-1
PAN,02-P-022837,02-P-022837,,A-3
PAN,02-P-022838,02-P-022838,,A-1
PAN,02-P-022839,02-P-022839,,B-3
PAN,02-P-022840,02-P-022840,,B-1
PAN,02-P-022841,02-P-022841,,A-1
PAN,02-P-022842,02-P-022842,,B-4
PAN,02-P-022844,02-P-022844,,A-1
PAN,02-P-022846,02-P-022846,,A-1
PAN,02-P-022847,02-P-022847,,B-1
PAN,02-P-022848,02-P-022848,,A-1
PAN,02-P-022850,02-P-022850,,A-1
PAN,02-P-022851,02-P-022851,,B-1
PAN,02-P-022853,02-P-022853,,B-1
PAN,02-P-022856,02-P-022856,,B-2
PAN,02-P-022857,02-P-022857,,A-1
PAN,02-P-022858,02-P-022858,,B-1
PAN,02-P-022859,02-P-022859,,B-4
PAN,02-P-022860,02-P-022860,,B-1
PAN,02-P-022861,02-P-022861,,B-4
PAN,02-P-022862,02-P-022862,,B-4
PAN,02-P-022863,02-P-022863,,B-2
PAN,02-P-022864,02-P-022864,,B-1
PAN,02-P-022865,02-P-022865,,A-1
PAN,02-P-022866,02-P-022866,,B-1
PAN,02-P-022867,02-P-022867,,A-1
PAN,02-P-022870,02-P-022870,,B-2
PAN,02-P-022872,02-P-022872,,B-1
PAN,02-P-022873,02-P-022873,,A-1
PAN,02-P-022874,02-P-022874,,B-1
PAN,02-P-022875,02-P-022875,,B-2
PAN,02-P-022877,02-P-022877,,B-1
PAN,02-P-022878,02-P-022878,,B-1
PAN,02-P-022879,02-P-022879,,B-4
PAN,02-P-022880,02-P-022880,,B-1
PAN,02-P-022882,02-P-022882,,B-2
PAN,02-P-022884,02-P-022884,,B-1
PAN,02-P-022887,02-P-022887,,B-1
PAN,02-P-022889,02-P-022889,,B-3
PAN,02-P-022891,02-P-022891,,B-4
PAN,02-P-022892,02-P-022892,,B-2
PAN,02-P-022894,02-P-022894,,B-1
PAN,02-P-022895,02-P-022895,,A-1
PAN,02-P-022896,02-P-022896,,A-1
PAN,02-P-022897,02-P-022897,,B-1
PAN,02-P-022899,02-P-022899,,B-4
PAN,02-P-022901,02-P-022901,,B-2
PAN,02-P-022903,02-P-022903,,B-1
PAN,02-P-022904,02-P-022904,,A-1
PAN,02-P-022905,02-P-022905,,A-1
PAN,02-P-022906,02-P-022906,,B-1
PAN,02-P-022907,02-P-022907,,A-1
PAN,02-P-022908,02-P-022908,,A-1
PAN,02-P-022909,02-P-022909,,B-1
PAN,02-P-022910,02-P-022910,,B-4
PAN,02-P-022920,02-P-022920,,B-1
PAN,02-P-022921,02-P-022921,,B-3
PAN,02-P-022923,02-P-022923,,B-1
PAN,02-P-022924,02-P-022924,,B-1
PAN,02-P-022930,02-P-022930,,B-3
PAN,02-P-022931,02-P-022931,,B-1
PAN,02-P-022932,02-P-022932,,B-2
PAN,02-P-022935,02-P-022935,,A-1
PAN,02-P-022936,02-P-022936,,A-1
PAN,02-P-022939,02-P-022939,,B-1
PAN,02-P-022940,02-P-022940,,B-2
PAN,02-P-022941,02-P-022941,,B-2
PAN,02-P-022944,02-P-022944,,B-1
PAN,02-P-022945,02-P-022945,,A-3
PAN,02-P-022946,02-P-022946,,B-1
PAN,02-P-022949,02-P-022949,,A-1
PAN,02-P-022950,02-P-022950,,A-3
PAN,02-P-022952,02-P-022952,,A-1
PAN,02-P-022953,02-P-022953,,B-1
PAN,02-P-022954,02-P-022954,,A-1
PAN,02-P-022955,02-P-022955,,B-1
PAN,02-P-022956,02-P-022956,,B-1
PAN,02-P-022957,02-P-022957,,A-1
PAN,02-P-022958,02-P-022958,,A-1
PAN,02-P-022960,02-P-022960,,A-1
PAN,02-P-022961,02-P-022961,,A-1
PAN,02-P-022965,02-P-022965,,A-1
PAN,02-P-022967,02-P-022967,,B-1
PAN,02-P-022969,02-P-022969,,A-1
PAN,02-P-022970,02-P-022970,,A-1
PAN,02-P-022971,02-P-022971,,A-1
PAN,02-P-022972,02-P-022972,,B-1
PAN,02-P-022973,02-P-022973,,A-1
PAN,02-P-022976,02-P-022976,,B-3
PAN,02-P-022978,02-P-022978,,B-1
PAN,02-P-022979,02-P-022979,,A-1
PAN,02-P-022980,02-P-022980,,A-1
PAN,02-P-022981,02-P-022981,,A-1
PAN,02-P-022982,02-P-022982,,B-4
PAN,02-P-022984,02-P-022984,,A-1
PAN,02-P-022986,02-P-022986,,A-1
PAN,02-P-022987,02-P-022987,,B-3
PAN,02-P-022989,02-P-022989,,A-1
PAN,02-P-022990,02-P-022990,,B-2
PAN,02-P-022994,02-P-022994,,A-1
PAN,02-P-022995,02-P-022995,,A-1
PAN,02-P-022998,02-P-022998,,A-1
PAN,02-P-022999,02-P-022999,,A-1
PAN,02-P-023001,02-P-023001,,B-1
PAN,02-P-023004,02-P-023004,,B-1
PAN,02-P-023005,02-P-023005,,A-1
PAN,02-P-023007,02-P-023007,,B-4
PAN,02-P-023009,02-P-023009,,A-1
PAN,02-P-023010,02-P-023010,,A-1
PAN,02-P-023012,02-P-023012,,A-1
PAN,02-P-023013,02-P-023013,,A-3
PAN,02-P-023015,02-P-023015,,B-1
PAN,02-P-023016,02-P-023016,,B-1
PAN,02-P-023021,02-P-023021,,A-1
PAN,02-P-023023,02-P-023023,,B-4
PAN,02-P-023024,02-P-023024,,B-1
PAN,02-P-023025,02-P-023025,,B-2
PAN,02-P-023028,02-P-023028,,B-4
PAN,02-P-023029,02-P-023029,,A-1
PAN,02-P-023031,02-P-023031,,A-1
PAN,02-P-023033,02-P-023033,,B-1
PAN,02-P-023036,02-P-023036,,B-1
PAN,02-P-023039,02-P-023039,,B-4
PAN,02-P-023041,02-P-023041,,A-1
PAN,02-P-023043,02-P-023043,,A-1
PAN,02-P-023044,02-P-023044,,A-1
PAN,02-P-023049,02-P-023049,,A-1
PAN,02-P-023050,02-P-023050,,B-2
PAN,02-P-023060,02-P-023060,,B-1
PAN,02-P-023061,02-P-023061,,A-1
PAN,02-P-023062,02-P-023062,,B-2
PAN,02-P-023065,02-P-023065,,B-1
PAN,02-P-023066,02-P-023066,,A-1
PAN,02-P-023071,02-P-023071,,A-1
PAN,02-P-023072,02-P-023072,,B-1
PAN,02-P-023073,02-P-023073,,B-3
PAN,02-P-023076,02-P-023076,,B-1
PAN,02-P-023077,02-P-023077,,A-1
PAN,02-P-023078,02-P-023078,,B-3
PAN,02-P-023080,02-P-023080,,B-4
PAN,02-P-023082,02-P-023082,,A-1
PAN,02-P-023083,02-P-023083,,B-3
PAN,02-P-023086,02-P-023086,,A-1
PAN,02-P-023087,02-P-023087,,A-3
PAN,02-P-023089,02-P-023089,,A-1
PAN,02-P-023096,02-P-023096,,B-3
PAN,02-P-023097,02-P-023097,,A-1
PAN,02-P-023098,02-P-023098,,B-1
PAN,02-P-023099,02-P-023099,,A-1
PAN,02-P-023100,02-P-023100,,A-1
PAN,02-P-023101,02-P-023101,,B-2
PAN,02-P-023102,02-P-023102,,A-3
PAN,02-P-023103,02-P-023103,,B-2
PAN,02-P-023104,02-P-023104,,A-1
PAN,02-P-023105,02-P-023105,,A-1
PAN,02-P-023107,02-P-023107,,A-1
PAN,02-P-023108,02-P-023108,,A-1
PAN,02-P-023109,02-P-023109,,B-1
PAN,02-P-023116,02-P-023116,,B-2
PAN,02-P-023118,02-P-023118,,B-1
PAN,02-P-023121,02-P-023121,,B-2
PAN,02-P-023126,02-P-023126,,B-4
PAN,02-P-023127,02-P-023127,,B-1
PAN,02-P-023128,02-P-023128,,B-3
PAN,02-P-023129,02-P-023129,,A-1
PAN,02-P-023130,02-P-023130,,B-3
PAN,02-P-023134,02-P-023134,,A-1
PAN,02-P-023137,02-P-023137,,B-1
PAN,02-P-023138,02-P-023138,,A-1
PAN,02-P-023140,02-P-023140,,B-1
PAN,02-P-023141,02-P-023141,,B-2
PAN,02-P-023142,02-P-023142,,B-3
PAN,02-P-023143,02-P-023143,,B-1
PAN,02-P-023144,02-P-023144,,B-2
PAN,02-P-023145,02-P-023145,,A-1
PAN,02-P-023146,02-P-023146,,B-2
PAN,02-P-023148,02-P-023148,,A-1
PAN,02-P-023149,02-P-023149,,B-1
PAN,02-P-023150,02-P-023150,,B-1
PAN,02-P-023151,02-P-023151,,B-1
PAN,02-P-023156,02-P-023156,,B-4
PAN,02-P-023162,02-P-023162,,B-1
PAN,02-P-023163,02-P-023163,,A-1
PAN,02-P-023164,02-P-023164,,B-4
PAN,02-P-023165,02-P-023165,,B-1
PAN,02-P-023166,02-P-023166,,B-1
PAN,02-P-023167,02-P-023167,,B-1
PAN,02-P-023168,02-P-023168,,B-1
PAN,02-P-023169,02-P-023169,,B-4
PAN,02-P-023172,02-P-023172,,B-2
PAN,02-P-023174,02-P-023174,,B-3
PAN,02-P-023175,02-P-023175,,A-1
PAN,02-P-023176,02-P-023176,,A-3
PAN,02-P-023178,02-P-023178,,A-1
PAN,02-P-023179,02-P-023179,,A-1
PAN,02-P-023180,02-P-023180,,B-2
PAN,02-P-023181,02-P-023181,,A-1
PAN,02-P-023183,02-P-023183,,A-1
PAN,02-P-023184,02-P-023184,,A-1
PAN,02-P-023185,02-P-023185,,B-1
PAN,02-P-023188,02-P-023188,,A-1
PAN,02-P-023189,02-P-023189,,B-1
PAN,02-P-023190,02-P-023190,,A-1
PAN,02-P-023191,02-P-023191,,B-4
PAN,02-P-023192,02-P-023192,,B-1
PAN,02-P-023194,02-P-023194,,A-1
PAN,02-P-023196,02-P-023196,,A-1
PAN,02-P-023197,02-P-023197,,A-1
PAN,02-P-023200,02-P-023200,,B-1
PAN,02-P-023203,02-P-023203,,A-1
PAN,02-P-023204,02-P-023204,,A-1
PAN,02-P-023207,02-P-023207,,B-1
PAN,02-P-023209,02-P-023209,,A-1
PAN,02-P-023210,02-P-023210,,A-1
PAN,02-P-023211,02-P-023211,,A-1
PAN,02-P-023212,02-P-023212,,A-1
PAN,02-P-023214,02-P-023214,,A-1
PAN,02-P-023215,02-P-023215,,B-3
PAN,02-P-023217,02-P-023217,,B-4
PAN,02-P-023218,02-P-023218,,A-1
PAN,02-P-023220,02-P-023220,,B-4
PAN,02-P-023224,02-P-023224,,A-1
PAN,02-P-023225,02-P-023225,,A-1
PAN,02-P-023227,02-P-023227,,A-1
PAN,02-P-023229,02-P-023229,,A-1
PAN,02-P-023230,02-P-023230,,B-2
PAN,02-P-023231,02-P-023231,,B-1
PAN,02-P-023232,02-P-023232,,A-1
PAN,02-P-023233,02-P-023233,,A-1
PAN,02-P-023234,02-P-023234,,A-3
PAN,02-P-023236,02-P-023236,,B-4
PAN,02-P-023237,02-P-023237,,A-1
PAN,02-P-023238,02-P-023238,,A-1
PAN,02-P-023239,02-P-023239,,A-1
PAN,02-P-023240,02-P-023240,,A-1
PAN,02-P-023242,02-P-023242,,A-1
PAN,02-P-023243,02-P-023243,,B-4
PAN,02-P-023245,02-P-023245,,A-1
PAN,02-P-023246,02-P-023246,,A-1
PAN,02-P-023247,02-P-023247,,A-3
PAN,02-P-023250,02-P-023250,,A-1
PAN,02-P-023251,02-P-023251,,B-2
PAN,02-P-023252,02-P-023252,,A-1
PAN,02-P-023255,02-P-023255,,B-4
PAN,02-P-023256,02-P-023256,,A-1
PAN,02-P-023260,02-P-023260,,B-2
PAN,02-P-023261,02-P-023261,,A-1
PAN,02-P-023263,02-P-023263,,A-1
PAN,02-P-023265,02-P-023265,,B-1
PAN,02-P-023266,02-P-023266,,B-1
PAN,02-P-023267,02-P-023267,,B-3
PAN,02-P-023268,02-P-023268,,B-2
PAN,02-P-023270,02-P-023270,,B-4
PAN,02-P-023271,02-P-023271,,B-1
PAN,02-P-023272,02-P-023272,,B-1
PAN,02-P-023273,02-P-023273,,A-1
PAN,02-P-023274,02-P-023274,,A-1
PAN,02-P-023275,02-P-023275,,B-1
PAN,02-P-023278,02-P-023278,,A-1
PAN,02-P-023281,02-P-023281,,A-1
PAN,02-P-023282,02-P-023282,,B-1
PAN,02-P-023283,02-P-023283,,B-3
PAN,02-P-023285,02-P-023285,,B-1
PAN,02-P-023287,02-P-023287,,B-4
PAN,02-P-023289,02-P-023289,,B-2
PAN,02-P-023292,02-P-023292,,B-4
PAN,02-P-023296,02-P-023296,,A-1
PAN,02-P-023299,02-P-023299,,B-1
PAN,02-P-023300,02-P-023300,,A-1
PAN,02-P-023301,02-P-023301,,A-1
PAN,02-P-023305,02-P-023305,,A-1
PAN,02-P-023306,02-P-023306,,B-4
PAN,02-P-023307,02-P-023307,,B-2
PAN,02-P-023308,02-P-023308,,A-3
PAN,02-P-023309,02-P-023309,,A-1
PAN,02-P-023311,02-P-023311,,A-1
PAN,02-P-023312,02-P-023312,,B-1
PAN,02-P-023313,02-P-023313,,A-1
PAN,02-P-023314,02-P-023314,,A-1
PAN,02-P-023315,02-P-023315,,B-1
PAN,02-P-023317,02-P-023317,,A-1
PAN,02-P-023319,02-P-023319,,A-1
PAN,02-P-023320,02-P-023320,,B-1
PAN,02-P-023321,02-P-023321,,A-1
PAN,02-P-023322,02-P-023322,,A-1
PAN,02-P-023323,02-P-023323,,B-1
PAN,02-P-023326,02-P-023326,,A-1
PAN,02-P-023330,02-P-023330,,B-1
PAN,02-P-023335,02-P-023335,,B-1
PAN,02-P-023337,02-P-023337,,A-1
PAN,02-P-023339,02-P-023339,,A-1
PAN,02-P-023340,02-P-023340,,A-1
PAN,02-P-023344,02-P-023344,,A-1
PAN,02-P-023346,02-P-023346,,B-1
PAN,02-P-023350,02-P-023350,,B-2
PAN,02-P-023352,02-P-023352,,A-1
PAN,02-P-023355,02-P-023355,,A-1
PAN,02-P-023356,02-P-023356,,A-1
PAN,02-P-023357,02-P-023357,,A-1
PAN,02-P-023358,02-P-023358,,B-1
PAN,02-P-023360,02-P-023360,,A-1
PAN,02-P-023361,02-P-023361,,A-1
PAN,02-P-023363,02-P-023363,,B-2
PAN,02-P-023364,02-P-023364,,A-1
PAN,02-P-023365,02-P-023365,,A-1
PAN,02-P-023367,02-P-023367,,B-1
PAN,02-P-023368,02-P-023368,,A-1
PAN,02-P-023369,02-P-023369,,B-2
PAN,02-P-023374,02-P-023374,,B-2
PAN,02-P-023375,02-P-023375,,A-1
PAN,02-P-023378,02-P-023378,,A-3
PAN,02-P-023380,02-P-023380,,B-1
PAN,02-P-023383,02-P-023383,,A-1
PAN,02-P-023384,02-P-023384,,B-1
PAN,02-P-023388,02-P-023388,,B-4
PAN,02-P-023390,02-P-023390,,A-1
PAN,02-P-023392,02-P-023392,,A-1
PAN,02-P-023393,02-P-023393,,B-1
PAN,02-P-023394,02-P-023394,,B-1
PAN,02-P-023395,02-P-023395,,B-1
PAN,02-P-023396,02-P-023396,,B-1
PAN,02-P-023398,02-P-023398,,A-1
PAN,02-P-023399,02-P-023399,,A-1
PAN,02-P-023400,02-P-023400,,B-4
PAN,02-P-023401,02-P-023401,,B-4
PAN,02-P-023403,02-P-023403,,B-1
PAN,02-P-023405,02-P-023405,,A-1
PAN,02-P-023406,02-P-023406,,B-1
PAN,02-P-023407,02-P-023407,,B-1
PAN,02-P-023409,02-P-023409,,B-1
PAN,02-P-023410,02-P-023410,,A-1
PAN,02-P-023412,02-P-023412,,B-1
PAN,02-P-023413,02-P-023413,,B-1
PAN,02-P-023414,02-P-023414,,A-1
PAN,02-P-023416,02-P-023416,,B-1
PAN,02-P-023418,02-P-023418,,B-3
PAN,02-P-023419,02-P-023419,,A-1
PAN,02-P-023420,02-P-023420,,A-1
PAN,02-P-023421,02-P-023421,,A-1
PAN,02-P-023425,02-P-023425,,B-1
PAN,02-P-023426,02-P-023426,,B-2
PAN,02-P-023427,02-P-023427,,A-1
PAN,02-P-023428,02-P-023428,,A-1
PAN,02-P-023430,02-P-023430,,B-1
PAN,02-P-023433,02-P-023433,,B-1
PAN,02-P-023434,02-P-023434,,A-1
PAN,02-P-023436,02-P-023436,,B-4
PAN,02-P-023437,02-P-023437,,B-4
PAN,02-P-023438,02-P-023438,,A-1
PAN,02-P-023440,02-P-023440,,B-1
PAN,02-P-023442,02-P-023442,,A-1
PAN,02-P-023443,02-P-023443,,B-2
PAN,02-P-023445,02-P-023445,,B-4
PAN,02-P-023446,02-P-023446,,B-1
PAN,02-P-023448,02-P-023448,,B-2
PAN,02-P-023450,02-P-023450,,B-5
PAN,02-P-023453,02-P-023453,,B-1
PAN,02-P-023454,02-P-023454,,B-4
PAN,02-P-023457,02-P-023457,,B-1
PAN,02-P-023459,02-P-023459,,A-1
PAN,02-P-023461,02-P-023461,,A-1
PAN,02-P-023462,02-P-023462,,B-1
PAN,02-P-023463,02-P-023463,,B-1
PAN,02-P-023464,02-P-023464,,A-1
PAN,02-P-023466,02-P-023466,,B-3
PAN,02-P-023468,02-P-023468,,B-1
PAN,02-P-023469,02-P-023469,,B-1
PAN,02-P-023474,02-P-023474,,A-1
PAN,02-P-023478,02-P-023478,,A-1
PAN,02-P-023479,02-P-023479,,B-1
PAN,02-P-023482,02-P-023482,,A-3
PAN,02-P-023483,02-P-023483,,A-1
PAN,02-P-023485,02-P-023485,,B-1
PAN,02-P-023489,02-P-023489,,B-3
PAN,02-P-023492,02-P-023492,,A-1
PAN,02-P-023494,02-P-023494,,B-3
PAN,02-P-023495,02-P-023495,,B-1
PAN,02-P-023496,02-P-023496,,B-2
PAN,02-P-023497,02-P-023497,,A-1
PAN,02-P-023499,02-P-023499,,B-2
PAN,02-P-023501,02-P-023501,,B-1
PAN,02-P-023502,02-P-023502,,B-4
PAN,02-P-023503,02-P-023503,,B-4
PAN,02-P-023507,02-P-023507,,B-3
PAN,02-P-023510,02-P-023510,,B-1
PAN,02-P-023513,02-P-023513,,A-1
PAN,02-P-023515,02-P-023515,,B-3
PAN,02-P-023516,02-P-023516,,B-2
PAN,02-P-023517,02-P-023517,,B-4
PAN,02-P-023520,02-P-023520,,A-1
PAN,02-P-023522,02-P-023522,,A-1
PAN,02-P-023525,02-P-023525,,B-1
PAN,02-P-023528,02-P-023528,,A-1
PAN,02-P-023531,02-P-023531,,B-3
PAN,02-P-023532,02-P-023532,,B-1
PAN,02-P-023540,02-P-023540,,A-1
PAN,02-P-023547,02-P-023547,,B-1
PAN,02-P-023549,02-P-023549,,B-2
PAN,02-P-023551,02-P-023551,,B-4
PAN,02-P-023552,02-P-023552,,A-1
PAN,02-P-023553,02-P-023553,,A-1
PAN,02-P-023558,02-P-023558,,B-1
PAN,02-P-023560,02-P-023560,,B-2
PAN,02-P-023561,02-P-023561,,B-1
PAN,02-P-023562,02-P-023562,,A-1
PAN,02-P-023565,02-P-023565,,B-2
PAN,02-P-023566,02-P-023566,,B-1
PAN,02-P-023573,02-P-023573,,A-1
PAN,02-P-023575,02-P-023575,,A-1
PAN,02-P-023576,02-P-023576,,A-1
PAN,02-P-023579,02-P-023579,,B-1
PAN,02-P-023587,02-P-023587,,A-1
PAN,02-P-023588,02-P-023588,,B-1
PAN,02-P-023589,02-P-023589,,A-1
PAN,02-P-023592,02-P-023592,,A-1
PAN,02-P-023593,02-P-023593,,B-1
