Pais,Número Préstamo,Prestamo Completo formula,Prestamo completo valor,Categoría
PAN,02-P-021264,02-P-021264,,B-1
PAN,02-P-021266,02-P-021266,,A-1
PAN,02-P-021269,02-P-021269,,B-1
PAN,02-P-021270,02-P-021270,,B-1
PAN,02-P-021271,02-P-021271,,B-1
PAN,02-P-021273,02-P-021273,,B-4
PAN,02-P-021275,02-P-021275,,B-1
PAN,02-P-021276,02-P-021276,,B-1
PAN,02-P-021279,02-P-021279,,A-1
PAN,02-P-021280,02-P-021280,,B-1
PAN,02-P-021281,02-P-021281,,B-1
PAN,02-P-021282,02-P-021282,,B-4
PAN,02-P-021284,02-P-021284,,B-1
PAN,02-P-021285,02-P-021285,,A-1
PAN,02-P-021287,02-P-021287,,B-1
PAN,02-P-021288,02-P-021288,,B-2
PAN,02-P-021290,02-P-021290,,B-4
PAN,02-P-021293,02-P-021293,,B-1
PAN,02-P-021297,02-P-021297,,B-1
PAN,02-P-021298,02-P-021298,,B-3
PAN,02-P-021300,02-P-021300,,A-1
PAN,02-P-021301,02-P-021301,,B-1
PAN,02-P-021307,02-P-021307,,B-1
PAN,02-P-021308,02-P-021308,,A-1
PAN,02-P-021309,02-P-021309,,B-1
PAN,02-P-021311,02-P-021311,,B-1
PAN,02-P-021313,02-P-021313,,B-4
PAN,02-P-021315,02-P-021315,,A-1
PAN,02-P-021317,02-P-021317,,A-1
PAN,02-P-021318,02-P-021318,,B-1
PAN,02-P-021320,02-P-021320,,B-1
PAN,02-P-021321,02-P-021321,,A-1
PAN,02-P-021324,02-P-021324,,A-1
PAN,02-P-021325,02-P-021325,,A-1
PAN,02-P-021328,02-P-021328,,B-3
PAN,02-P-021329,02-P-021329,,B-2
PAN,02-P-021331,02-P-021331,,A-1
PAN,02-P-021332,02-P-021332,,B-1
PAN,02-P-021340,02-P-021340,,B-1
PAN,02-P-021341,02-P-021341,,B-4
PAN,02-P-021342,02-P-021342,,B-1
PAN,02-P-021354,02-P-021354,,A-1
PAN,02-P-021356,02-P-021356,,B-4
PAN,02-P-021357,02-P-021357,,B-1
PAN,02-P-021359,02-P-021359,,B-3
PAN,02-P-021360,02-P-021360,,A-1
PAN,02-P-021361,02-P-021361,,A-1
PAN,02-P-021364,02-P-021364,,B-4
PAN,02-P-021366,02-P-021366,,A-3
PAN,02-P-021369,02-P-021369,,B-2
PAN,02-P-021370,02-P-021370,,B-2
PAN,02-P-021371,02-P-021371,,A-3
PAN,02-P-021375,02-P-021375,,B-1
PAN,02-P-021376,02-P-021376,,B-2
PAN,02-P-021379,02-P-021379,,B-2
PAN,02-P-021380,02-P-021380,,B-4
PAN,02-P-021387,02-P-021387,,B-4
PAN,02-P-021395,02-P-021395,,B-1
PAN,02-P-021397,02-P-021397,,B-2
PAN,02-P-021402,02-P-021402,,A-1
PAN,02-P-021403,02-P-021403,,A-1
PAN,02-P-021404,02-P-021404,,B-1
PAN,02-P-021405,02-P-021405,,B-1
PAN,02-P-021407,02-P-021407,,B-2
PAN,02-P-021410,02-P-021410,,B-4
PAN,02-P-021411,02-P-021411,,A-1
PAN,02-P-021415,02-P-021415,,A-1
PAN,02-P-021416,02-P-021416,,A-1
PAN,02-P-021418,02-P-021418,,B-1
PAN,02-P-021419,02-P-021419,,B-1
PAN,02-P-021420,02-P-021420,,A-1
PAN,02-P-021421,02-P-021421,,B-1
PAN,02-P-021424,02-P-021424,,B-2
PAN,02-P-021425,02-P-021425,,A-1
PAN,02-P-021432,02-P-021432,,A-1
PAN,02-P-021433,02-P-021433,,A-1
PAN,02-P-021434,02-P-021434,,B-1
PAN,02-P-021435,02-P-021435,,B-1
PAN,02-P-021439,02-P-021439,,A-1
PAN,02-P-021441,02-P-021441,,B-4
PAN,02-P-021443,02-P-021443,,B-1
PAN,02-P-021445,02-P-021445,,B-1
PAN,02-P-021446,02-P-021446,,A-1
PAN,02-P-021449,02-P-021449,,B-2
PAN,02-P-021450,02-P-021450,,A-1
PAN,02-P-021451,02-P-021451,,B-1
PAN,02-P-021452,02-P-021452,,B-1
PAN,02-P-021453,02-P-021453,,B-3
PAN,02-P-021454,02-P-021454,,A-1
PAN,02-P-021455,02-P-021455,,A-1
PAN,02-P-021457,02-P-021457,,B-4
PAN,02-P-021458,02-P-021458,,B-1
PAN,02-P-021459,02-P-021459,,A-3
PAN,02-P-021460,02-P-021460,,A-1
PAN,02-P-021462,02-P-021462,,A-1
PAN,02-P-021463,02-P-021463,,B-1
PAN,02-P-021466,02-P-021466,,A-3
PAN,02-P-021467,02-P-021467,,A-1
PAN,02-P-021469,02-P-021469,,B-3
PAN,02-P-021471,02-P-021471,,B-4
PAN,02-P-021472,02-P-021472,,B-4
PAN,02-P-021473,02-P-021473,,B-1
PAN,02-P-021475,02-P-021475,,A-1
PAN,02-P-021476,02-P-021476,,B-1
PAN,02-P-021479,02-P-021479,,A-1
PAN,02-P-021481,02-P-021481,,A-3
PAN,02-P-021482,02-P-021482,,B-1
PAN,02-P-021483,02-P-021483,,A-1
PAN,02-P-021484,02-P-021484,,B-1
PAN,02-P-021487,02-P-021487,,A-1
PAN,02-P-021495,02-P-021495,,B-4
PAN,02-P-021497,02-P-021497,,B-2
PAN,02-P-021498,02-P-021498,,B-2
PAN,02-P-021500,02-P-021500,,A-1
PAN,02-P-021502,02-P-021502,,B-1
PAN,02-P-021507,02-P-021507,,B-1
PAN,02-P-021508,02-P-021508,,B-1
PAN,02-P-021509,02-P-021509,,A-1
PAN,02-P-021510,02-P-021510,,A-1
PAN,02-P-021512,02-P-021512,,A-1
PAN,02-P-021513,02-P-021513,,B-2
PAN,02-P-021516,02-P-021516,,B-2
PAN,02-P-021517,02-P-021517,,B-4
PAN,02-P-021518,02-P-021518,,A-3
PAN,02-P-021519,02-P-021519,,A-1
PAN,02-P-021520,02-P-021520,,B-1
PAN,02-P-021521,02-P-021521,,B-1
PAN,02-P-021526,02-P-021526,,A-1
PAN,02-P-021527,02-P-021527,,A-3
PAN,02-P-021528,02-P-021528,,B-4
PAN,02-P-021531,02-P-021531,,B-1
PAN,02-P-021532,02-P-021532,,B-1
PAN,02-P-021535,02-P-021535,,B-1
PAN,02-P-021536,02-P-021536,,B-1
PAN,02-P-021537,02-P-021537,,A-1
PAN,02-P-021538,02-P-021538,,B-1
PAN,02-P-021539,02-P-021539,,B-2
PAN,02-P-021540,02-P-021540,,B-1
PAN,02-P-021541,02-P-021541,,B-1
PAN,02-P-021542,02-P-021542,,A-1
PAN,02-P-021543,02-P-021543,,B-2
PAN,02-P-021545,02-P-021545,,B-3
PAN,02-P-021546,02-P-021546,,A-1
PAN,02-P-021549,02-P-021549,,B-1
PAN,02-P-021553,02-P-021553,,A-1
PAN,02-P-021557,02-P-021557,,B-1
PAN,02-P-021558,02-P-021558,,B-1
PAN,02-P-021559,02-P-021559,,A-1
PAN,02-P-021560,02-P-021560,,A-1
PAN,02-P-021561,02-P-021561,,B-1
PAN,02-P-021565,02-P-021565,,B-1
PAN,02-P-021569,02-P-021569,,B-1
PAN,02-P-021572,02-P-021572,,B-4
PAN,02-P-021577,02-P-021577,,B-4
PAN,02-P-021581,02-P-021581,,B-1
PAN,02-P-021583,02-P-021583,,A-1
PAN,02-P-021585,02-P-021585,,A-1
PAN,02-P-021586,02-P-021586,,A-1
PAN,02-P-021589,02-P-021589,,B-1
PAN,02-P-021593,02-P-021593,,B-5
PAN,02-P-021594,02-P-021594,,B-1
PAN,02-P-021596,02-P-021596,,B-1
PAN,02-P-021597,02-P-021597,,B-1
PAN,02-P-021598,02-P-021598,,A-1
PAN,02-P-021599,02-P-021599,,B-1
PAN,02-P-021602,02-P-021602,,B-1
PAN,02-P-021603,02-P-021603,,B-2
PAN,02-P-021605,02-P-021605,,A-1
PAN,02-P-021606,02-P-021606,,B-4
PAN,02-P-021607,02-P-021607,,B-1
PAN,02-P-021609,02-P-021609,,B-4
PAN,02-P-021611,02-P-021611,,B-1
PAN,02-P-021613,02-P-021613,,A-1
PAN,02-P-021614,02-P-021614,,A-1
PAN,02-P-021615,02-P-021615,,B-4
PAN,02-P-021622,02-P-021622,,B-2
PAN,02-P-021623,02-P-021623,,B-1
PAN,02-P-021626,02-P-021626,,B-2
PAN,02-P-021635,02-P-021635,,B-1
PAN,02-P-021639,02-P-021639,,A-1
PAN,02-P-021641,02-P-021641,,A-1
PAN,02-P-021643,02-P-021643,,B-1
PAN,02-P-021644,02-P-021644,,B-2
PAN,02-P-021646,02-P-021646,,A-1
PAN,02-P-021649,02-P-021649,,B-4
PAN,02-P-021651,02-P-021651,,A-1
PAN,02-P-021652,02-P-021652,,A-1
PAN,02-P-021653,02-P-021653,,B-1
PAN,02-P-021654,02-P-021654,,A-1
PAN,02-P-021663,02-P-021663,,B-1
PAN,02-P-021668,02-P-021668,,B-1
PAN,02-P-021669,02-P-021669,,B-1
PAN,02-P-021672,02-P-021672,,B-1
PAN,02-P-021673,02-P-021673,,B-1
PAN,02-P-021674,02-P-021674,,A-1
PAN,02-P-021675,02-P-021675,,B-1
PAN,02-P-021676,02-P-021676,,B-1
PAN,02-P-021678,02-P-021678,,B-1
PAN,02-P-021679,02-P-021679,,A-1
PAN,02-P-021681,02-P-021681,,B-2
PAN,02-P-021683,02-P-021683,,B-4
PAN,02-P-021684,02-P-021684,,B-4
PAN,02-P-021685,02-P-021685,,B-4
PAN,02-P-021687,02-P-021687,,A-1
PAN,02-P-021688,02-P-021688,,B-1
PAN,02-P-021691,02-P-021691,,B-1
PAN,02-P-021692,02-P-021692,,B-3
PAN,02-P-021699,02-P-021699,,B-1
PAN,02-P-021704,02-P-021704,,B-4
PAN,02-P-021707,02-P-021707,,B-1
PAN,02-P-021708,02-P-021708,,B-1
PAN,02-P-021709,02-P-021709,,A-1
PAN,02-P-021716,02-P-021716,,B-4
PAN,02-P-021720,02-P-021720,,B-1
PAN,02-P-021723,02-P-021723,,A-1
PAN,02-P-021724,02-P-021724,,A-1
PAN,02-P-021726,02-P-021726,,B-1
PAN,02-P-021727,02-P-021727,,B-1
PAN,02-P-021728,02-P-021728,,B-2
PAN,02-P-021733,02-P-021733,,B-1
PAN,02-P-021735,02-P-021735,,B-2
PAN,02-P-021736,02-P-021736,,B-1
PAN,02-P-021737,02-P-021737,,B-1
PAN,02-P-021738,02-P-021738,,B-1
PAN,02-P-021739,02-P-021739,,A-1
PAN,02-P-021740,02-P-021740,,B-1
PAN,02-P-021741,02-P-021741,,A-1
PAN,02-P-021742,02-P-021742,,B-2
PAN,02-P-021743,02-P-021743,,A-1
PAN,02-P-021748,02-P-021748,,B-1
PAN,02-P-021749,02-P-021749,,B-2
PAN,02-P-021752,02-P-021752,,B-1
PAN,02-P-021753,02-P-021753,,B-1
PAN,02-P-021755,02-P-021755,,B-4
PAN,02-P-021758,02-P-021758,,B-1
PAN,02-P-021761,02-P-021761,,A-1
PAN,02-P-021762,02-P-021762,,B-4
PAN,02-P-021763,02-P-021763,,A-1
PAN,02-P-021765,02-P-021765,,A-1
PAN,02-P-021766,02-P-021766,,A-1
PAN,02-P-021767,02-P-021767,,B-3
PAN,02-P-021768,02-P-021768,,A-1
PAN,02-P-021769,02-P-021769,,B-1
PAN,02-P-021770,02-P-021770,,A-1
PAN,02-P-021773,02-P-021773,,B-1
PAN,02-P-021774,02-P-021774,,B-4
PAN,02-P-021775,02-P-021775,,A-1
PAN,02-P-021777,02-P-021777,,A-1
PAN,02-P-021778,02-P-021778,,B-4
PAN,02-P-021779,02-P-021779,,A-1
PAN,02-P-021785,02-P-021785,,B-1
PAN,02-P-021786,02-P-021786,,A-1
PAN,02-P-021787,02-P-021787,,B-3
PAN,02-P-021789,02-P-021789,,B-2
PAN,02-P-021791,02-P-021791,,B-2
PAN,02-P-021792,02-P-021792,,B-2
PAN,02-P-021793,02-P-021793,,B-1
PAN,02-P-021794,02-P-021794,,B-1
PAN,02-P-021795,02-P-021795,,B-2
PAN,02-P-021797,02-P-021797,,B-2
PAN,02-P-021800,02-P-021800,,B-1
PAN,02-P-021802,02-P-021802,,B-4
PAN,02-P-021803,02-P-021803,,A-1
PAN,02-P-021814,02-P-021814,,B-1
PAN,02-P-021815,02-P-021815,,B-1
PAN,02-P-021816,02-P-021816,,A-1
PAN,02-P-021817,02-P-021817,,B-1
PAN,02-P-021818,02-P-021818,,B-1
PAN,02-P-021819,02-P-021819,,B-1
PAN,02-P-021821,02-P-021821,,B-1
PAN,02-P-021822,02-P-021822,,A-1
PAN,02-P-021823,02-P-021823,,B-1
PAN,02-P-021824,02-P-021824,,A-1
PAN,02-P-021826,02-P-021826,,A-1
PAN,02-P-021827,02-P-021827,,B-2
PAN,02-P-021828,02-P-021828,,A-1
PAN,02-P-021829,02-P-021829,,A-1
PAN,02-P-021830,02-P-021830,,B-1
PAN,02-P-021832,02-P-021832,,B-1
PAN,02-P-021833,02-P-021833,,B-4
PAN,02-P-021834,02-P-021834,,A-1
PAN,02-P-021835,02-P-021835,,B-4
PAN,02-P-021837,02-P-021837,,A-3
PAN,02-P-021839,02-P-021839,,A-1
PAN,02-P-021840,02-P-021840,,B-2
PAN,02-P-021841,02-P-021841,,B-4
PAN,02-P-021842,02-P-021842,,B-2
PAN,02-P-021843,02-P-021843,,A-1
PAN,02-P-021844,02-P-021844,,A-1
PAN,02-P-021846,02-P-021846,,B-1
PAN,02-P-021847,02-P-021847,,B-1
PAN,02-P-021848,02-P-021848,,B-1
PAN,02-P-021849,02-P-021849,,B-1
PAN,02-P-021850,02-P-021850,,B-2
PAN,02-P-021853,02-P-021853,,B-4
PAN,02-P-021855,02-P-021855,,A-1
PAN,02-P-021857,02-P-021857,,B-2
PAN,02-P-021858,02-P-021858,,B-1
PAN,02-P-021862,02-P-021862,,B-1
PAN,02-P-021863,02-P-021863,,B-1
PAN,02-P-021867,02-P-021867,,A-1
PAN,02-P-021869,02-P-021869,,A-1
PAN,02-P-021871,02-P-021871,,B-4
PAN,02-P-021873,02-P-021873,,B-1
PAN,02-P-021876,02-P-021876,,A-1
PAN,02-P-021877,02-P-021877,,B-4
PAN,02-P-021879,02-P-021879,,A-1
PAN,02-P-021880,02-P-021880,,A-1
PAN,02-P-021881,02-P-021881,,A-1
PAN,02-P-021882,02-P-021882,,B-1
PAN,02-P-021884,02-P-021884,,B-1
PAN,02-P-021886,02-P-021886,,A-1
PAN,02-P-021887,02-P-021887,,B-1
PAN,02-P-021888,02-P-021888,,B-1
PAN,02-P-021890,02-P-021890,,B-1
PAN,02-P-021892,02-P-021892,,B-1
PAN,02-P-021893,02-P-021893,,A-1
PAN,02-P-021894,02-P-021894,,A-1
PAN,02-P-021897,02-P-021897,,B-4
PAN,02-P-021898,02-P-021898,,A-1
PAN,02-P-021899,02-P-021899,,A-1
PAN,02-P-021904,02-P-021904,,B-1
PAN,02-P-021907,02-P-021907,,A-1
PAN,02-P-021909,02-P-021909,,A-1
PAN,02-P-021911,02-P-021911,,B-1
PAN,02-P-021913,02-P-021913,,B-2
PAN,02-P-021914,02-P-021914,,B-2
PAN,02-P-021915,02-P-021915,,B-1
PAN,02-P-021916,02-P-021916,,B-1
PAN,02-P-021917,02-P-021917,,B-1
PAN,02-P-021919,02-P-021919,,B-2
PAN,02-P-021920,02-P-021920,,B-1
PAN,02-P-021921,02-P-021921,,B-1
PAN,02-P-021926,02-P-021926,,B-4
PAN,02-P-021929,02-P-021929,,A-1
PAN,02-P-021938,02-P-021938,,B-1
PAN,02-P-021939,02-P-021939,,B-1
PAN,02-P-021941,02-P-021941,,B-1
PAN,02-P-021942,02-P-021942,,B-1
PAN,02-P-021944,02-P-021944,,B-1
PAN,02-P-021945,02-P-021945,,A-3
PAN,02-P-021946,02-P-021946,,B-4
PAN,02-P-021948,02-P-021948,,B-1
PAN,02-P-021950,02-P-021950,,B-2
PAN,02-P-021951,02-P-021951,,B-1
PAN,02-P-021953,02-P-021953,,B-2
PAN,02-P-021954,02-P-021954,,B-2
PAN,02-P-021956,02-P-021956,,A-1
PAN,02-P-021960,02-P-021960,,A-1
PAN,02-P-021962,02-P-021962,,B-1
PAN,02-P-021963,02-P-021963,,A-1
PAN,02-P-021964,02-P-021964,,B-3
PAN,02-P-021966,02-P-021966,,A-1
PAN,02-P-021974,02-P-021974,,A-1
PAN,02-P-021977,02-P-021977,,B-1
PAN,02-P-021980,02-P-021980,,B-3
PAN,02-P-021983,02-P-021983,,B-1
PAN,02-P-021985,02-P-021985,,B-1
PAN,02-P-021986,02-P-021986,,B-1
PAN,02-P-021987,02-P-021987,,B-4
PAN,02-P-021988,02-P-021988,,A-1
PAN,02-P-021989,02-P-021989,,B-1
PAN,02-P-021990,02-P-021990,,B-4
PAN,02-P-021991,02-P-021991,,A-1
PAN,02-P-021992,02-P-021992,,A-1
PAN,02-P-021993,02-P-021993,,A-1
PAN,02-P-021995,02-P-021995,,B-1
PAN,02-P-021996,02-P-021996,,A-3
PAN,02-P-021997,02-P-021997,,B-1
PAN,02-P-021998,02-P-021998,,B-1
PAN,02-P-022001,02-P-022001,,A-1
PAN,02-P-022002,02-P-022002,,A-3
PAN,02-P-022004,02-P-022004,,A-1
PAN,02-P-022005,02-P-022005,,A-1
PAN,02-P-022007,02-P-022007,,A-1
PAN,02-P-022013,02-P-022013,,A-1
PAN,02-P-022014,02-P-022014,,B-2
PAN,02-P-022018,02-P-022018,,A-1
PAN,02-P-022019,02-P-022019,,B-3
PAN,02-P-022021,02-P-022021,,B-2
PAN,02-P-022022,02-P-022022,,A-3
PAN,02-P-022023,02-P-022023,,B-4
PAN,02-P-022026,02-P-022026,,B-4
PAN,02-P-022027,02-P-022027,,A-1
PAN,02-P-022028,02-P-022028,,B-1
PAN,02-P-022029,02-P-022029,,A-1
PAN,02-P-022030,02-P-022030,,B-2
PAN,02-P-022031,02-P-022031,,A-1
PAN,02-P-022033,02-P-022033,,A-1
PAN,02-P-022035,02-P-022035,,A-1
PAN,02-P-022037,02-P-022037,,B-1
PAN,02-P-022038,02-P-022038,,B-1
PAN,02-P-022040,02-P-022040,,B-3
PAN,02-P-022043,02-P-022043,,A-1
PAN,02-P-022045,02-P-022045,,B-1
PAN,02-P-022046,02-P-022046,,A-1
PAN,02-P-022048,02-P-022048,,B-2
PAN,02-P-022049,02-P-022049,,B-4
PAN,02-P-022054,02-P-022054,,B-1
PAN,02-P-022055,02-P-022055,,B-4
PAN,02-P-022056,02-P-022056,,B-1
PAN,02-P-022057,02-P-022057,,B-1
PAN,02-P-022059,02-P-022059,,B-1
PAN,02-P-022061,02-P-022061,,B-2
PAN,02-P-022064,02-P-022064,,A-3
PAN,02-P-022069,02-P-022069,,B-2
PAN,02-P-022070,02-P-022070,,B-1
PAN,02-P-022071,02-P-022071,,B-2
PAN,02-P-022072,02-P-022072,,B-4
PAN,02-P-022073,02-P-022073,,B-4
PAN,02-P-022076,02-P-022076,,B-1
PAN,02-P-022077,02-P-022077,,B-4
PAN,02-P-022078,02-P-022078,,B-2
PAN,02-P-022084,02-P-022084,,B-4
PAN,02-P-022086,02-P-022086,,A-1
PAN,02-P-022087,02-P-022087,,B-1
PAN,02-P-022092,02-P-022092,,B-4
PAN,02-P-022093,02-P-022093,,B-1
PAN,02-P-022094,02-P-022094,,B-4
PAN,02-P-022095,02-P-022095,,B-1
PAN,02-P-022096,02-P-022096,,B-1
PAN,02-P-022097,02-P-022097,,A-1
PAN,02-P-022098,02-P-022098,,A-1
PAN,02-P-022099,02-P-022099,,B-1
PAN,02-P-022102,02-P-022102,,B-1
PAN,02-P-022103,02-P-022103,,A-1
PAN,02-P-022104,02-P-022104,,A-3
PAN,02-P-022105,02-P-022105,,A-1
PAN,02-P-022109,02-P-022109,,B-1
PAN,02-P-022110,02-P-022110,,B-1
PAN,02-P-022111,02-P-022111,,B-1
PAN,02-P-022114,02-P-022114,,A-1
PAN,02-P-022115,02-P-022115,,B-1
PAN,02-P-022118,02-P-022118,,B-1
PAN,02-P-022119,02-P-022119,,B-1
PAN,02-P-022120,02-P-022120,,B-1
PAN,02-P-022121,02-P-022121,,B-4
PAN,02-P-022122,02-P-022122,,A-1
PAN,02-P-022124,02-P-022124,,B-1
PAN,02-P-022128,02-P-022128,,B-3
PAN,02-P-022130,02-P-022130,,A-1
PAN,02-P-022131,02-P-022131,,A-1
PAN,02-P-022133,02-P-022133,,B-3
PAN,02-P-022136,02-P-022136,,A-1
PAN,02-P-022137,02-P-022137,,A-1
PAN,02-P-022140,02-P-022140,,A-1
PAN,02-P-022141,02-P-022141,,A-1
PAN,02-P-022142,02-P-022142,,A-1
PAN,02-P-022145,02-P-022145,,B-1
PAN,02-P-022146,02-P-022146,,A-1
PAN,02-P-022149,02-P-022149,,A-1
PAN,02-P-022150,02-P-022150,,B-1
PAN,02-P-022151,02-P-022151,,A-1
PAN,02-P-022155,02-P-022155,,B-1
PAN,02-P-022158,02-P-022158,,B-1
PAN,02-P-022159,02-P-022159,,B-2
PAN,02-P-022160,02-P-022160,,A-1
PAN,02-P-022161,02-P-022161,,A-1
PAN,02-P-022165,02-P-022165,,B-1
PAN,02-P-022167,02-P-022167,,A-1
PAN,02-P-022168,02-P-022168,,A-1
PAN,02-P-022169,02-P-022169,,B-1
PAN,02-P-022172,02-P-022172,,B-1
PAN,02-P-022173,02-P-022173,,A-1
PAN,02-P-022174,02-P-022174,,B-4
PAN,02-P-022175,02-P-022175,,A-1
PAN,02-P-022176,02-P-022176,,B-1
PAN,02-P-022177,02-P-022177,,B-2
PAN,02-P-022178,02-P-022178,,A-1
PAN,02-P-022179,02-P-022179,,B-1
PAN,02-P-022180,02-P-022180,,B-1
PAN,02-P-022183,02-P-022183,,B-4
PAN,02-P-022186,02-P-022186,,A-1
PAN,02-P-022187,02-P-022187,,B-2
PAN,02-P-022191,02-P-022191,,B-3
PAN,02-P-022193,02-P-022193,,A-1
PAN,02-P-022194,02-P-022194,,B-4
PAN,02-P-022196,02-P-022196,,A-1
PAN,02-P-022199,02-P-022199,,A-1
PAN,02-P-022200,02-P-022200,,B-1
PAN,02-P-022206,02-P-022206,,A-1
PAN,02-P-022207,02-P-022207,,B-4
PAN,02-P-022210,02-P-022210,,B-4
PAN,02-P-022212,02-P-022212,,B-1
PAN,02-P-022213,02-P-022213,,B-4
PAN,02-P-022214,02-P-022214,,A-1
PAN,02-P-022216,02-P-022216,,A-1
PAN,02-P-022219,02-P-022219,,B-2
PAN,02-P-022220,02-P-022220,,B-3
PAN,02-P-022221,02-P-022221,,B-3
PAN,02-P-022224,02-P-022224,,B-4
PAN,02-P-022227,02-P-022227,,B-4
PAN,02-P-022235,02-P-022235,,A-1
PAN,02-P-022236,02-P-022236,,B-4
PAN,02-P-022238,02-P-022238,,B-2
PAN,02-P-022239,02-P-022239,,B-2
PAN,02-P-022240,02-P-022240,,B-2
PAN,02-P-022241,02-P-022241,,A-1
PAN,02-P-022245,02-P-022245,,B-1
PAN,02-P-022246,02-P-022246,,A-1
PAN,02-P-022247,02-P-022247,,A-3
PAN,02-P-022248,02-P-022248,,B-1
PAN,02-P-022250,02-P-022250,,A-1
PAN,02-P-022251,02-P-022251,,B-4
PAN,02-P-022253,02-P-022253,,A-1
PAN,02-P-022258,02-P-022258,,A-1
PAN,02-P-022263,02-P-022263,,B-1
PAN,02-P-022264,02-P-022264,,B-3
PAN,02-P-022267,02-P-022267,,B-5
PAN,02-P-022272,02-P-022272,,B-4
PAN,02-P-022275,02-P-022275,,B-4
PAN,02-P-022276,02-P-022276,,B-1
PAN,02-P-022277,02-P-022277,,A-1
PAN,02-P-022279,02-P-022279,,B-4
PAN,02-P-022280,02-P-022280,,B-1
PAN,02-P-022281,02-P-022281,,A-1
PAN,02-P-022286,02-P-022286,,B-1
PAN,02-P-022288,02-P-022288,,B-3
PAN,02-P-022289,02-P-022289,,B-1
PAN,02-P-022293,02-P-022293,,B-1
PAN,02-P-022295,02-P-022295,,B-3
PAN,02-P-022298,02-P-022298,,A-1
PAN,02-P-022299,02-P-022299,,A-1
PAN,02-P-022300,02-P-022300,,B-1
PAN,02-P-022301,02-P-022301,,B-1
PAN,02-P-022302,02-P-022302,,A-1
PAN,02-P-022305,02-P-022305,,B-1
PAN,02-P-022306,02-P-022306,,A-1
PAN,02-P-022316,02-P-022316,,B-1
PAN,02-P-022319,02-P-022319,,B-1
PAN,02-P-022321,02-P-022321,,B-2
PAN,02-P-022322,02-P-022322,,B-1
PAN,02-P-022323,02-P-022323,,A-1
PAN,02-P-022326,02-P-022326,,A-1
PAN,02-P-022328,02-P-022328,,B-4
PAN,02-P-022329,02-P-022329,,A-1
PAN,02-P-022330,02-P-022330,,B-1
PAN,02-P-022331,02-P-022331,,A-3
PAN,02-P-022332,02-P-022332,,A-3
PAN,02-P-022337,02-P-022337,,A-1
PAN,02-P-022338,02-P-022338,,B-1
PAN,02-P-022339,02-P-022339,,B-3
PAN,02-P-022341,02-P-022341,,A-1
PAN,02-P-022342,02-P-022342,,A-1
PAN,02-P-022343,02-P-022343,,B-1
PAN,02-P-022344,02-P-022344,,A-1
PAN,02-P-022345,02-P-022345,,B-2
PAN,02-P-022346,02-P-022346,,A-1
PAN,02-P-022351,02-P-022351,,B-1
PAN,02-P-022353,02-P-022353,,A-1
PAN,02-P-022354,02-P-022354,,A-1
PAN,02-P-022361,02-P-022361,,B-2
PAN,02-P-022362,02-P-022362,,B-2
PAN,02-P-022364,02-P-022364,,B-4
PAN,02-P-022365,02-P-022365,,A-1
PAN,02-P-022368,02-P-022368,,A-1
PAN,02-P-022372,02-P-022372,,B-1
PAN,02-P-022373,02-P-022373,,B-3
PAN,02-P-022377,02-P-022377,,A-1
PAN,02-P-022378,02-P-022378,,A-3
PAN,02-P-022379,02-P-022379,,B-1
PAN,02-P-022384,02-P-022384,,B-3
PAN,02-P-022385,02-P-022385,,A-1
PAN,02-P-022387,02-P-022387,,A-1
PAN,02-P-022388,02-P-022388,,B-2
PAN,02-P-022389,02-P-022389,,A-3
PAN,02-P-022390,02-P-022390,,A-1
PAN,02-P-022393,02-P-022393,,A-1
PAN,02-P-022394,02-P-022394,,A-1
PAN,02-P-022395,02-P-022395,,B-2
PAN,02-P-022396,02-P-022396,,A-1
PAN,02-P-022397,02-P-022397,,B-1
PAN,02-P-022399,02-P-022399,,B-3
PAN,02-P-022400,02-P-022400,,A-1
PAN,02-P-022402,02-P-022402,,B-1
PAN,02-P-022403,02-P-022403,,B-2
PAN,02-P-022406,02-P-022406,,B-4
PAN,02-P-022411,02-P-022411,,B-2
PAN,02-P-022413,02-P-022413,,A-1
PAN,02-P-022414,02-P-022414,,B-1
PAN,02-P-022415,02-P-022415,,B-4
PAN,02-P-022417,02-P-022417,,A-1
PAN,02-P-022421,02-P-022421,,B-4
PAN,02-P-022424,02-P-022424,,B-2
PAN,02-P-022427,02-P-022427,,B-1
PAN,02-P-022428,02-P-022428,,B-4
PAN,02-P-022431,02-P-022431,,A-1
PAN,02-P-022434,02-P-022434,,A-1
PAN,02-P-022437,02-P-022437,,A-1
PAN,02-P-022438,02-P-022438,,B-1
PAN,02-P-022440,02-P-022440,,B-2
PAN,02-P-022442,02-P-022442,,A-1
PAN,02-P-022443,02-P-022443,,A-1
PAN,02-P-022446,02-P-022446,,A-1
PAN,02-P-022447,02-P-022447,,A-1
PAN,02-P-022448,02-P-022448,,B-2
PAN,02-P-022450,02-P-022450,,A-1
PAN,02-P-022451,02-P-022451,,A-1
PAN,02-P-022452,02-P-022452,,B-1
PAN,02-P-022454,02-P-022454,,B-2
PAN,02-P-022455,02-P-022455,,B-1
PAN,02-P-022457,02-P-022457,,B-2
PAN,02-P-022459,02-P-022459,,B-3
PAN,02-P-022460,02-P-022460,,B-1
PAN,02-P-022461,02-P-022461,,B-2
PAN,02-P-022462,02-P-022462,,B-1
PAN,02-P-022463,02-P-022463,,B-1
